hotel_name,hotel_cityname,hotel_countryname,hotel_starrating,hotel_price,hotel_amenities,hotel_description
Generator Paris,Paris,france,4.0,"2,152","Safe,Luggage Storage,Free Wi-Fi","Location of the Hostel is Near Gare du Nord Station View On Map ( 9 - 11 Place du Colonel Fabien, 10th arr., 75010 Paris, France ). It’s a 2 Star Hostel with overall Rating 4 Out of 5 where 4 /5 for LOCATION & 4 /5 for ROOM & 4 /5 for SERVICE . Top Facilities of this Hostel are Safe & Luggage Storage & Free Wi-Fi ."
Renaissance Paris le Parc Trocadero Hotel,Paris,france,4.5,"26,643","Childcare Services,Free Wi-Fi,Free Parking","This 5 Star Hotel in Paris is located in Near Bois de Boulogne . Full Address of property is 55-57 Avenue Raymond Poincare, Pincode- 75116, Paris, France (View On Map). This Hotel have 4.5 Out of 5 Rating where 4.5 /5 for LOCATION & 4.5 /5 for ROOM & 4.5 /5 for SERVICE . Key amenities of this property are Childcare Services & Free Wi-Fi & Free Parking ."
COQ Hotel Paris,Paris,france,4.5,"13,692","Free Wi-Fi,Free Parking,Restaurant",Location of the Hotel is 13th arrondissement View On Map ( 15 rue Edouard Manet ). It’s a 4 Star Hotel with overall Rating 4.5 Out of 5 where 4.5 /5 for LOCATION & 4.5 /5 for ROOM & 4.5 /5 for SERVICE . Top Facilities of this Hotel are Free Wi-Fi & Free Parking & Restaurant .
Hotel Galileo,Paris,france,4.5,"10,067","Childcare Services,Free Wi-Fi,Free Parking",This 3 Star Hotel in Paris is located in Near Arc de Triomphe . Full Address of property is 54 Rue Galilee (View On Map). This Hotel have 4.5 Out of 5 Rating where 5 /5 for LOCATION & 4.5 /5 for ROOM & 4.5 /5 for SERVICE . Key amenities of this property are Childcare Services & Free Wi-Fi & Free Parking .
Hotel Terminus Lyon,Paris,france,4.0,"4,709","Free Wi-Fi,Restaurant,Kids Play Area",Location of the Hotel is Bastille - Nation View On Map ( 19 Boulevard Diderot ). It’s a 3 Star Hotel with overall Rating 4 Out of 5 where 4.5 /5 for LOCATION & 4 /5 for ROOM & 4.5 /5 for SERVICE . Top Facilities of this Hotel are Free Wi-Fi & Restaurant & Kids Play Area .
Fred'Hotel,Paris,france,4.5,"5,928","Childcare Services,Free Wi-Fi,Free Parking",This 3 Star Hotel in Paris is located in 14th arrondissement of Paris . Full Address of property is 11 Avenue Villemain (View On Map). This Hotel have 4.5 Out of 5 Rating where 4 /5 for LOCATION & 4.5 /5 for ROOM & 4.5 /5 for SERVICE . Key amenities of this property are Childcare Services & Free Wi-Fi & Free Parking .
Hotel B55,Paris,france,4.5,"9,266","Free Wi-Fi,Free Parking,Restaurant",Location of the Hotel is 14th arrondissement of Paris View On Map ( 55 rue Boussingault ). It’s a 4 Star Hotel with overall Rating 4.5 Out of 5 where 4.5 /5 for LOCATION & 4.5 /5 for ROOM & 4 /5 for SERVICE . Top Facilities of this Hotel are Free Wi-Fi & Free Parking & Restaurant .
Le Marceau Bastille,Paris,france,4.5,"7,727","Childcare Services,Free Wi-Fi,Restaurant",This 4 Star Hotel in Paris is located in Bastille - Nation . Full Address of property is 13 Rue Jules Cesar (View On Map). This Hotel have 4.5 Out of 5 Rating where 4 /5 for LOCATION & 4 /5 for ROOM & 4.5 /5 for SERVICE . Key amenities of this property are Childcare Services & Free Wi-Fi & Restaurant .
Hotel Vice Versa Paris,Paris,france,4.5,"9,176","Childcare Services,Free Wi-Fi,Restaurant",Location of the Hotel is Near Paris Expo-Porte de Versailles View On Map ( 213 Rue De La Croix Nivert ). It’s a 4 Star Hotel with overall Rating 4.5 Out of 5 where 4 /5 for LOCATION & 4.5 /5 for ROOM & 4.5 /5 for SERVICE . Top Facilities of this Hotel are Childcare Services & Free Wi-Fi & Restaurant .
Hotel Viator Paris - Gare de Lyon,Paris,france,4.0,"6,842","Free Wi-Fi,Free Parking,Restaurant",This 3 Star Hotel in Paris is located in Bastille - Nation . Full Address of property is 1 Rue Parrot (View On Map). This Hotel have 4 Out of 5 Rating where 4.5 /5 for LOCATION & 4 /5 for ROOM & 4 /5 for SERVICE . Key amenities of this property are Free Wi-Fi & Free Parking & Restaurant .
Hotel Eiffel Segur,Paris,france,4.0,"6,916","Free Wi-Fi,Free Parking,Restaurant","Location of the Hotel is 15th arrondissement of Paris View On Map ( 34 Boulevard Garibaldi, Pincode- 75015, Paris, France ). It’s a 3 Star Hotel with overall Rating 4 Out of 5 where 4.5 /5 for LOCATION & 3.5 /5 for ROOM & 4 /5 for SERVICE . Top Facilities of this Hotel are Free Wi-Fi & Free Parking & Restaurant ."
25hours Hotel Paris Terminus Nord,Paris,france,4.5,"9,521","Free Wi-Fi,Free Parking,Restaurant",Full Address of property is 12 Boulevard de Denain (View On Map). This Hotel have 4.5 Out of 5 Rating where 4.5 /5 for LOCATION & 4.5 /5 for ROOM & 4.5 /5 for SERVICE . Key amenities of this property are Free Wi-Fi & Free Parking & Restaurant .
Hôtel Mercure Paris 17 Batignolles,Paris,france,4.5,"11,436","Free Wi-Fi,Free Parking,Restaurant",Location of the Hotel is 17th arrondissement View On Map ( 118 Rue de Tocqueville ). It’s a 4 Star Hotel with overall Rating 4.5 Out of 5 where 4 /5 for LOCATION & 4.5 /5 for ROOM & 4.5 /5 for SERVICE . Top Facilities of this Hotel are Free Wi-Fi & Free Parking & Restaurant .
Hotel Observatoire Luxembourg,Paris,france,4.5,"9,949","Childcare Services,Free Wi-Fi,Restaurant","This 4 Star Hotel in Paris is located in 6th arrondissement of Paris . Full Address of property is 107, Boulevard Saint Michel (View On Map). This Hotel have 4.5 Out of 5 Rating where 4.5 /5 for LOCATION & 4.5 /5 for ROOM & 5 /5 for SERVICE . Key amenities of this property are Childcare Services & Free Wi-Fi & Restaurant ."
Hôtel R. Kipling by Happyculture,Paris,france,4.0,"8,986","Childcare Services,Free Wi-Fi,Free Parking",Location of the Hotel is Near Opera House/Near Palais Garnier View On Map ( 65 Rue Blanche ). It’s a 4 Star Hotel with overall Rating 4 Out of 5 where 4.5 /5 for LOCATION & 4 /5 for ROOM & 4.5 /5 for SERVICE . Top Facilities of this Hotel are Childcare Services & Free Wi-Fi & Free Parking .
Marino Beach Colombo,Colombo,sri_lanka,4.5,"4,146","Free Wi-Fi,Free Parking,Room Service","This 5 Star Hotel in Colombo is located in Bambalapitiya . Full Address of property is 590 Galle Road Marine Drive, Colombo 03, Sri Lanka (View On Map). This Hotel have 4.5 Out of 5 Rating where 4.5 /5 for LOCATION & 4.5 /5 for ROOM & 4.5 /5 for SERVICE . Key amenities of this property are Free Wi-Fi & Free Parking & Room Service ."
Galadari Hotel,Colombo,sri_lanka,3.5,"8,615","Childcare Services,Free Wi-Fi,Free Parking","Location of the Hotel is Fort and Pettah View On Map ( 64, Lotus Road, Colombo, 1, Sri Lanka ). It’s a 4 Star Hotel with overall Rating 3.5 Out of 5 where 4.5 /5 for LOCATION & 3.5 /5 for ROOM & 3.5 /5 for SERVICE . Top Facilities of this Hotel are Childcare Services & Free Wi-Fi & Free Parking ."
Cinnamon Grand Hotel,Colombo,sri_lanka,4.5,"9,105","Doctor on Call,Childcare Services,Free Wi-Fi","This 5 Star Hotel in Colombo is located in Kollupitiya . Full Address of property is 77, Galle Road, Colombo, 00300, Sri Lanka (View On Map). This Hotel have 4.5 Out of 5 Rating where 4.5 /5 for LOCATION & 4 /5 for ROOM & 4.5 /5 for SERVICE . Key amenities of this property are Doctor on Call & Childcare Services & Free Wi-Fi ."
Jetwing Colombo Seven,Colombo,sri_lanka,4.5,"5,633","Doctor on Call,Living Room,Free Wi-Fi","Location of the Apart-hotel is Cinnamon Gardens View On Map ( 57, Ward Place, Colombo, Sri Lanka ). It’s a 5 Star Apart-hotel with overall Rating 4.5 Out of 5 where 4.5 /5 for LOCATION & 4.5 /5 for ROOM & 4.5 /5 for SERVICE . Top Facilities of this Apart-hotel are Doctor on Call & Living Room & Free Wi-Fi ."
Cinnamon Red Colombo,Colombo,sri_lanka,4.5,"4,375","Free Wi-Fi,Free Parking,Conference Room","This 4 Star Hotel in Colombo is located in Kollupitiya . Full Address of property is 59, Ananda Coomaraswamy Mawatha, Colombo 03, Sri Lanka (View On Map). This Hotel have 4.5 Out of 5 Rating where 4.5 /5 for LOCATION & 4.5 /5 for ROOM & 4.5 /5 for SERVICE . Key amenities of this property are Free Wi-Fi & Free Parking & Conference Room ."
Ramada Colombo,Colombo,sri_lanka,4.0,"9,055","Doctor on Call,Childcare Services,Free Wi-Fi","Location of the Hotel is Galle Face View On Map ( 30 Sir Mohamed Macan Markar Mawatha PO Box 1202, Colombo, 00300, Sri Lanka ). It’s a 4 Star Hotel with overall Rating 4 Out of 5 where 4.5 /5 for LOCATION & 4 /5 for ROOM & 4 /5 for SERVICE . Top Facilities of this Hotel are Doctor on Call & Childcare Services & Free Wi-Fi ."
The Kingsbury Colombo,Colombo,sri_lanka,4.0,"7,853","Doctor on Call,Childcare Services,Free Parking","This 5 Star Hotel in Colombo is located in Colombo 01 . Full Address of property is 48 Janadhipathi Mawatha, Colombo, 00100, Sri Lanka (View On Map). This Hotel have 4 Out of 5 Rating where 4.5 /5 for LOCATION & 4 /5 for ROOM & 4 /5 for SERVICE . Key amenities of this property are Doctor on Call & Childcare Services & Free Parking ."
Cinnamon Lakeside Colombo Hotel,Colombo,sri_lanka,4.5,"5,984","Childcare Services,Free Wi-Fi,Free Parking","Location of the Hotel is Fort and Pettah View On Map ( 115, C. A. Gardiner Mawatha, Colombo, 02, Sri Lanka ). It’s a 5 Star Hotel with overall Rating 4.5 Out of 5 where 4.5 /5 for LOCATION & 4.5 /5 for ROOM & 4.5 /5 for SERVICE . Top Facilities of this Hotel are Childcare Services & Free Wi-Fi & Free Parking ."
Platinum One Suites,Colombo,sri_lanka,4.0,"9,244","Kitchenette,Living Room,Free Wi-Fi","This 4 Star Apart-hotel in Colombo is located in Bambalapitiya . Full Address of property is No.1, Bagatalle Road, Colombo 3, Kollupitiya, 00300 Colombo, Sri Lanka (View On Map). This Apart-hotel have 4 Out of 5 Rating where 4.5 /5 for LOCATION & 4.5 /5 for ROOM & 3.5 /5 for SERVICE . Key amenities of this property are Kitchenette & Living Room & Free Wi-Fi ."
"Shangri-La Hotel, Colombo",Colombo,sri_lanka,4.5,"11,486","Childcare Services,Free Wi-Fi,Free Parking","Location of the Hotel is Galle Face View On Map ( 1 Galle Face, Colombo 02 , Kollupitiya, 00200 Colombo, Sri Lanka ). It’s a 5 Star Hotel with overall Rating 4.5 Out of 5 where 5 /5 for LOCATION & 5 /5 for ROOM & 4.5 /5 for SERVICE . Top Facilities of this Hotel are Childcare Services & Free Wi-Fi & Free Parking ."
Galle Face Hotel Colombo,Colombo,sri_lanka,4.5,"7,292","Doctor on Call,Free Wi-Fi,Free Parking","This 5 Star Hotel in Colombo is located in Galle Face . Full Address of property is 2 Galle Road, Colombo 3, Sri Lanka (View On Map). This Hotel have 4.5 Out of 5 Rating where 5 /5 for LOCATION & 4.5 /5 for ROOM & 4.5 /5 for SERVICE . Key amenities of this property are Doctor on Call & Free Wi-Fi & Free Parking ."
Wonder Hotel Colombo,Colombo,sri_lanka,4.5,"2,821","Childcare Services,Free Wi-Fi,Free Parking","Location of the Hotel is Kollupitiya View On Map ( 213, Galle Road, Colombo 03 ). It’s a 4 Star Hotel with overall Rating 4.5 Out of 5 where 4.5 /5 for LOCATION & 4.5 /5 for ROOM & 4.5 /5 for SERVICE . Top Facilities of this Hotel are Childcare Services & Free Wi-Fi & Free Parking ."
Taj Samudra,Colombo,sri_lanka,4.5,"9,088","Doctor on Call,Childcare Services,Free Wi-Fi","This 5 Star Hotel in Colombo is located in Galle Face . Full Address of property is 25 Galle Face Centre Road, Colombo, 3, Sri Lanka (View On Map). This Hotel have 4.5 Out of 5 Rating where 4.5 /5 for LOCATION & 4 /5 for ROOM & 4.5 /5 for SERVICE . Key amenities of this property are Doctor on Call & Childcare Services & Free Wi-Fi ."
OZO Colombo Sri Lanka,Colombo,sri_lanka,4.0,"5,086","Doctor on Call,Free Wi-Fi,Free Parking","Location of the Hotel is Bambalapitiya View On Map ( No. 36-38, Clifford Place, Colombo 4, Sri Lanka ). It’s a 4 Star Hotel with overall Rating 4 Out of 5 where 4 /5 for LOCATION & 4.5 /5 for ROOM & 4 /5 for SERVICE . Top Facilities of this Hotel are Doctor on Call & Free Wi-Fi & Free Parking ."
The Steuart by Citrus,Colombo,sri_lanka,4.0,"3,836","Free Wi-Fi,Free Parking,Restaurant","This 4 Star Hotel in Colombo is located in Pettah - Near the Fort . Full Address of property is No. 45, Hospital Lane, Off Chatham Street, Colombo 01, Sri Lanka (View On Map). This Hotel have 4 Out of 5 Rating where 4.5 /5 for LOCATION & 4 /5 for ROOM & 4.5 /5 for SERVICE . Key amenities of this property are Free Wi-Fi & Free Parking & Restaurant ."
Rockwell Colombo,Colombo,sri_lanka,4.5,"2,140","Childcare Services,Free Wi-Fi,Free Parking","Location of the Hotel is Colombo 08 View On Map ( 14 Borella Cross Road (off Ward Place), Borella, 00800 Colombo, Sri Lanka ). It’s a 4 Star Hotel with overall Rating 4.5 Out of 5 where 4 /5 for LOCATION & 4.5 /5 for ROOM & 4.5 /5 for SERVICE . Top Facilities of this Hotel are Childcare Services & Free Wi-Fi & Free Parking ."
Renuka City Hotel,Colombo,sri_lanka,3.5,"3,456","Doctor on Call,Free Wi-Fi,Free Parking","This 4 Star Hotel in Colombo is located in Kollupitiya . Full Address of property is 328 Galle Road, Colombo 3, Sri Lanka (View On Map). This Hotel have 3.5 Out of 5 Rating where 4 /5 for LOCATION & 3.5 /5 for ROOM & 4 /5 for SERVICE . Key amenities of this property are Doctor on Call & Free Wi-Fi & Free Parking ."
Elyon Colombo Hotel,Colombo,sri_lanka,5.0,"3,032","Doctor on Call,Free Wi-Fi,Free Parking","Location of the Hotel is Colombo 09 View On Map ( 19th Floor, Tower 01 Orion City, 736, Dr. Danister De Silva Mawatha, Colombo 09 ). It’s a 4 Star Hotel with overall Rating 5 Out of 5 where 5 /5 for LOCATION & 5 /5 for ROOM & 5 /5 for SERVICE . Top Facilities of this Hotel are Doctor on Call & Free Wi-Fi & Free Parking ."
Unique Towers Luxury Boutique Suites,Colombo,sri_lanka,4.5,"6,853","Doctor on Call,Kitchenette,Living Room","This 4 Star Apart-hotel in Colombo is located in Colombo 02 . Full Address of property is No: 30 Hyde Park Corner, Colombo-02 (View On Map). This Apart-hotel have 4.5 Out of 5 Rating where 4.5 /5 for LOCATION & 4.5 /5 for ROOM & 4.5 /5 for SERVICE . Key amenities of this property are Doctor on Call & Kitchenette & Living Room ."
BEST WESTERN Elyon Colombo,Colombo,sri_lanka,4.0,"3,924","Doctor on Call,Childcare Services,Free Wi-Fi","Location of the Hotel is Colombo 05 View On Map ( 102A Kirulapone Avenue, Baseline Road, Colombo 5, Sri Lanka. ). It’s a 4 Star Hotel with overall Rating 4 Out of 5 where 4 /5 for LOCATION & 4.5 /5 for ROOM & 4 /5 for SERVICE . Top Facilities of this Hotel are Doctor on Call & Childcare Services & Free Wi-Fi ."
The Venetian Macao,Macau,macau,4.5,"18,517","Free Airport Transfer,Childcare Services,Free Wi-Fi","This 5 Star Hotel in Macau is located in Our Lady Of Carmel's Parish . Full Address of property is Estrada da Baía de Nossa Senhora da Esperança, Cotai Strip (View On Map). This Hotel have 4.5 Out of 5 Rating where 4 /5 for LOCATION & 4.5 /5 for ROOM & 4 /5 for SERVICE . Key amenities of this property are Free Airport Transfer & Childcare Services & Free Wi-Fi ."
"Sheraton Grand Macao Hotel, Cotai Central",Macau,macau,4.5,"13,398","Free Airport Transfer,Childcare Services,Free Wi-Fi","Location of the Hotel is Our Lady Of Carmel's Parish View On Map ( Estrada do Istmo. s/n, Cotai, Macau ). It’s a 5 Star Hotel with overall Rating 4.5 Out of 5 where 4.5 /5 for LOCATION & 4.5 /5 for ROOM & 4.5 /5 for SERVICE . Top Facilities of this Hotel are Free Airport Transfer & Childcare Services & Free Wi-Fi ."
City of Dreams – The Countdown Hotel,Macau,macau,4.0,"12,271","Free Airport Transfer,Free Wi-Fi,Free Parking",This 4 Star Hotel in Macau is located in Our Lady Of Carmel's Parish . Full Address of property is Estrada Do Istmo (View On Map). This Hotel have 4 Out of 5 Rating where 4.5 /5 for LOCATION & 4.5 /5 for ROOM & 4.5 /5 for SERVICE . Key amenities of this property are Free Airport Transfer & Free Wi-Fi & Free Parking .
Grandview Hotel Macau,Macau,macau,3.5,"7,446","Free Wi-Fi,Free Parking,Restaurant","Location of the Hotel is Our Lady Of Carmel's Parish View On Map ( 142, Estrada Gov. Albano de Oliveiera ). It’s a 4 Star Hotel with overall Rating 3.5 Out of 5 where 3.5 /5 for LOCATION & 3.5 /5 for ROOM & 3.5 /5 for SERVICE . Top Facilities of this Hotel are Free Wi-Fi & Free Parking & Restaurant ."
The Parisian Macao,Macau,macau,4.5,"12,371","Free Airport Transfer,Free Wi-Fi,Free Parking","This 5 Star Hotel in Macau is located in Our Lady Of Carmel's Parish . Full Address of property is The Parisian Macao, Estrada do Istmo, Lote 3, Cotai Strip, Macao SAR, P.R. China (View On Map). This Hotel have 4.5 Out of 5 Rating where 4.5 /5 for LOCATION & 4.5 /5 for ROOM & 4.5 /5 for SERVICE . Key amenities of this property are Free Airport Transfer & Free Wi-Fi & Free Parking ."
Hotel Royal Macau,Macau,macau,4.0,"9,690","Free Wi-Fi,Free Parking,Restaurant",Location of the Hotel is St. Lazarus' Parish View On Map ( Estrada Da Vitoria 2-4 ). It’s a 4 Star Hotel with overall Rating 4 Out of 5 where 4 /5 for LOCATION & 4 /5 for ROOM & 4 /5 for SERVICE . Top Facilities of this Hotel are Free Wi-Fi & Free Parking & Restaurant .
Hotel Lisboa,Macau,macau,4.0,"7,633","Free Wi-Fi,Free Parking,Restaurant",This 5 Star Hotel in Macau is located in Xiangzhou . Full Address of property is 2-4 Avenida De Lisboa (View On Map). This Hotel have 4 Out of 5 Rating where 4.5 /5 for LOCATION & 4 /5 for ROOM & 4 /5 for SERVICE . Key amenities of this property are Free Wi-Fi & Free Parking & Restaurant .
Sofitel Macau At Ponte 16,Macau,macau,4.5,"12,100","Childcare Services,Free Wi-Fi,Free Parking",Location of the Hotel is St. Anthony's Parish View On Map ( Rua do Visconde Paco de Arcos ). It’s a 4 Star Hotel with overall Rating 4.5 Out of 5 where 4 /5 for LOCATION & 4.5 /5 for ROOM & 4.5 /5 for SERVICE . Top Facilities of this Hotel are Childcare Services & Free Wi-Fi & Free Parking .
Wynn Palace,Macau,macau,4.5,"27,804","Free Wi-Fi,Free Parking,Restaurant",This 5 Star Hotel in Macau is located in Our Lady Of Carmel's Parish . Full Address of property is Avenida Da Nave Desportiva (View On Map). This Hotel have 4.5 Out of 5 Rating where 4.5 /5 for LOCATION & 5 /5 for ROOM & 4.5 /5 for SERVICE . Key amenities of this property are Free Wi-Fi & Free Parking & Restaurant .
Hotel Okura Macau,Macau,macau,4.5,"14,605","Doctor on Call,Free Wi-Fi,Free Parking","Location of the Hotel is Our Lady Of Carmel's Parish View On Map ( Galaxy Macau(TM) Resort, Avenida Marginal Flor de Lotus ). It’s a 5 Star Hotel with overall Rating 4.5 Out of 5 where 4.5 /5 for LOCATION & 4.5 /5 for ROOM & 4.5 /5 for SERVICE . Top Facilities of this Hotel are Doctor on Call & Free Wi-Fi & Free Parking ."
Conrad Macao Cotai Strip,Macau,macau,5.0,"15,141","Free Airport Transfer,Free Wi-Fi,Free Parking","This 5 Star Hotel in Macau is located in Our Lady Of Carmel's Parish . Full Address of property is Estrada do Istmo, n/n, Taipa (View On Map). This Hotel have 5 Out of 5 Rating where 4.5 /5 for LOCATION & 5 /5 for ROOM & 5 /5 for SERVICE . Key amenities of this property are Free Airport Transfer & Free Wi-Fi & Free Parking ."
Wynn Macau,Macau,macau,4.5,"24,903","Free Airport Transfer,Childcare Services,Free Wi-Fi",Location of the Hotel is Xiangzhou View On Map ( Rua Cidade de Sintra ). It’s a 5 Star Hotel with overall Rating 4.5 Out of 5 where 4.5 /5 for LOCATION & 4.5 /5 for ROOM & 4.5 /5 for SERVICE . Top Facilities of this Hotel are Free Airport Transfer & Childcare Services & Free Wi-Fi .
Star World Hotel,Macau,macau,4.5,"21,864","Free Parking,Restaurant,","This 4 Star Hotel in Macau is located in Xiangzhou . Full Address of property is Avenida da Amizade, Macau (View On Map). This Hotel have 4.5 Out of 5 Rating where 4.5 /5 for LOCATION & 4.5 /5 for ROOM & 4.5 /5 for SERVICE . Key amenities of this property are Free Parking & Restaurant & Airport Transfers ."
Rio Hotel,Macau,macau,4.0,"6,681","Free Wi-Fi,Free Parking,Restaurant",Location of the Hotel is Xiangzhou View On Map ( Rua de LuÃ?ÃÂ­s Gonzaga Gomes 33 ). It’s a 4 Star Hotel with overall Rating 4 Out of 5 where 4 /5 for LOCATION & 4.5 /5 for ROOM & 4 /5 for SERVICE . Top Facilities of this Hotel are Free Wi-Fi & Free Parking & Restaurant .
The Ritz-Carlton Macau,Macau,macau,5.0,"38,459","Free Airport Transfer,Free Wi-Fi,Free Parking","This 5 Star Hotel in Macau is located in Our Lady Of Carmel's Parish . Full Address of property is Galaxy Macau Estrada da Ba��a da Nossa Senhora da Esperanca s/n, (View On Map). This Hotel have 5 Out of 5 Rating where 5 /5 for LOCATION & 5 /5 for ROOM & 5 /5 for SERVICE . Key amenities of this property are Free Airport Transfer & Free Wi-Fi & Free Parking ."
Mandarin Oriental Macau,Macau,macau,5.0,"21,176","Childcare Services,Free Parking,Restaurant","Location of the Hotel is Xiangzhou View On Map ( Avenida Dr Sun Yat Sen, NAPE ). It’s a 5 Star Hotel with overall Rating 5 Out of 5 where 4.5 /5 for LOCATION & 5 /5 for ROOM & 5 /5 for SERVICE . Top Facilities of this Hotel are Childcare Services & Free Parking & Restaurant ."
Crowne Plaza Macau,Macau,macau,4.5,"10,051","Childcare Services,Free Wi-Fi,Free Parking","This 5 Star Hotel in Macau is located in Our Lady Of Fatima's Parish . Full Address of property is The Residencia, Tower 7 (View On Map). This Hotel have 4.5 Out of 5 Rating where 4 /5 for LOCATION & 4.5 /5 for ROOM & 4.5 /5 for SERVICE . Key amenities of this property are Childcare Services & Free Wi-Fi & Free Parking ."
MGM Macau,Macau,macau,5.0,"19,593","Free Airport Transfer,Childcare Services,Free Wi-Fi",Location of the Hotel is Xiangzhou View On Map ( Avenida Dr. Sun Yat Sen NAPE Macau ). It’s a 5 Star Hotel with overall Rating 5 Out of 5 where 4.5 /5 for LOCATION & 4.5 /5 for ROOM & 4.5 /5 for SERVICE . Top Facilities of this Hotel are Free Airport Transfer & Childcare Services & Free Wi-Fi .
Grand Hyatt Macau,Macau,macau,4.5,"14,442","Free Wi-Fi,Free Parking,Outdoor Sports",This 5 Star Hotel in Macau is located in Our Lady Of Carmel's Parish . Full Address of property is City Of Dreams (View On Map). This Hotel have 4.5 Out of 5 Rating where 4.5 /5 for LOCATION & 4.5 /5 for ROOM & 4.5 /5 for SERVICE . Key amenities of this property are Free Wi-Fi & Free Parking & Outdoor Sports .
Galaxy Hotel,Macau,macau,4.5,"12,825","Free Airport Transfer,Free Wi-Fi,Free Parking","Location of the Hotel is Our Lady Of Carmel's Parish View On Map ( Avenida De Cotai, Cotai City ). It’s a 5 Star Hotel with overall Rating 4.5 Out of 5 where 4.5 /5 for LOCATION & 4.5 /5 for ROOM & 4.5 /5 for SERVICE . Top Facilities of this Hotel are Free Airport Transfer & Free Wi-Fi & Free Parking ."
Rydges Camperdown,Sydney,australia,3.0,"6,451","Free Wi-Fi,Free Parking,Restaurant",This 3 Star Hotel in Sydney is located in Camperdown . Full Address of property is 9 Missenden Road (View On Map). This Hotel have 3 Out of 5 Rating where 4 /5 for LOCATION & 3 /5 for ROOM & 3.5 /5 for SERVICE . Key amenities of this property are Free Wi-Fi & Free Parking & Restaurant .
The Grace Hotel,Sydney,australia,4.5,"8,381","Childcare Services,Free Wi-Fi,Free Parking",Location of the Hotel is Sydney CBD View On Map ( 77 York Street ). It’s a 4 Star Hotel with overall Rating 4.5 Out of 5 where 5 /5 for LOCATION & 4.5 /5 for ROOM & 4.5 /5 for SERVICE . Top Facilities of this Hotel are Childcare Services & Free Wi-Fi & Free Parking .
Amora Hotel Jamison Sydney,Sydney,australia,4.5,"10,250","Childcare Services,Free Wi-Fi,Free Parking",This 5 Star Hotel in Sydney is located in Sydney CBD . Full Address of property is 11 Jamison Street (View On Map). This Hotel have 4.5 Out of 5 Rating where 4.5 /5 for LOCATION & 4.5 /5 for ROOM & 4.5 /5 for SERVICE . Key amenities of this property are Childcare Services & Free Wi-Fi & Free Parking .
Radisson Blu Plaza Hotel Sydney,Sydney,australia,4.5,"8,630","Childcare Services,Free Wi-Fi,Free Parking","Location of the Hotel is Sydney CBD View On Map ( 27 O'Connell St, Sydney NSW 2000, Australia ). It’s a 5 Star Hotel with overall Rating 4.5 Out of 5 where 5 /5 for LOCATION & 4.5 /5 for ROOM & 4.5 /5 for SERVICE . Top Facilities of this Hotel are Childcare Services & Free Wi-Fi & Free Parking ."
"Meriton Suites Church Street, Parramatta",Sydney,australia,4.5,"6,711","Free Wi-Fi,Free Parking,Balcony/Terrace",This 5 Star Apart-hotel in Sydney is located in Parramatta . Full Address of property is 330 Church Street (View On Map). This Apart-hotel have 4.5 Out of 5 Rating where 5 /5 for LOCATION & 4.5 /5 for ROOM & 4.5 /5 for SERVICE . Key amenities of this property are Free Wi-Fi & Free Parking & Balcony/Terrace .
Veriu Camperdown Sydney,Sydney,australia,4.5,"8,229","Childcare Services,Free Wi-Fi,Free Parking","Location of the Hotel is Camperdown View On Map ( 84-86 Parramatta Road , Sydney , New South Wales , Australia , 2050 ). It’s a 4 Star Hotel with overall Rating 4.5 Out of 5 where 4.5 /5 for LOCATION & 4.5 /5 for ROOM & 4.5 /5 for SERVICE . Top Facilities of this Hotel are Childcare Services & Free Wi-Fi & Free Parking ."
The Fullerton Hotel Sydney,Sydney,australia,5.0,"17,646","Free Parking,Restaurant,Conference Room",This 5 Star Hotel in Sydney is located in Sydney CBD . Full Address of property is 1 Martin Place (View On Map). This Hotel have 5 Out of 5 Rating where 5 /5 for LOCATION & 5 /5 for ROOM & 5 /5 for SERVICE . Key amenities of this property are Free Parking & Restaurant & Conference Room .
Meriton Suites Bondi Junction,Sydney,australia,4.5,"6,955","Free Wi-Fi,Free Parking,Balcony/Terrace",Location of the Apartment is Bondi Junction View On Map ( 97 Grafton Street ). It’s a 4 Star Apartment with overall Rating 4.5 Out of 5 where 5 /5 for LOCATION & 4 /5 for ROOM & 4 /5 for SERVICE . Top Facilities of this Apartment are Free Wi-Fi & Free Parking & Balcony/Terrace .
Larmont Sydney by Lancemore,Sydney,australia,4.5,"7,534","Childcare Services,Free Wi-Fi,Free Parking","This 5 Star Hotel in Sydney is located in Darlinghurst . Full Address of property is 14 Kings Cross Road, Potts Point Sydney, NSW 2011, Australia (View On Map). This Hotel have 4.5 Out of 5 Rating where 4.5 /5 for LOCATION & 4.5 /5 for ROOM & 5 /5 for SERVICE . Key amenities of this property are Childcare Services & Free Wi-Fi & Free Parking ."
Radisson Hotel & Suites Sydney,Sydney,australia,4.0,"9,463","Free Wi-Fi,Free Parking,Restaurant","Location of the Hotel is Darling Harbour View On Map ( 72 Liverpool Street, Pincode- 2000, Sydney, Australia ). It’s a 4 Star Hotel with overall Rating 4 Out of 5 where 4.5 /5 for LOCATION & 4.5 /5 for ROOM & 4.5 /5 for SERVICE . Top Facilities of this Hotel are Free Wi-Fi & Free Parking & Restaurant ."
